Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Class
42,0,89,-3,42,0,47,48,2,1
37,-1,79,0,26,7,42,53,12,1
41,2,77,0,42,3,36,36,0,1
37,0,77,0,18,22,41,59,18,1
51,0,86,0,50,-6,36,37,2,1
37,1,90,0,28,6,53,62,8,1
37,0,108,-5,34,0,71,74,4,1
37,0,80,-2,28,21,43,52,8,1
37,0,100,0,30,-11,64,69,6,1
48,0,86,0,46,-1,39,40,2,1
44,0,83,0,44,23,40,39,0,1
37,0,76,0,16,0,39,61,22,1
56,0,84,0,56,6,28,27,0,1
44,0,81,-3,44,18,37,37,0,1
37,0,77,0,18,7,41,59,18,1
40,0,97,-1,38,0,57,58,2,1
45,0,95,0,44,0,51,51,0,1
54,0,81,-3,54,0,27,27,0,1
37,0,78,0,30,-4,41,47,6,1
38,0,77,0,36,-25,39,41,2,1
37,0,79,0,8,-2,43,72,28,1
38,1,80,0,38,14,42,41,0,1
45,0,79,0,46,26,34,33,0,1
42,-4,86,0,42,0,43,44,2,1
48,1,76,0,46,0,28,29,2,1
55,3,85,0,54,0,30,31,2,1
38,0,94,0,34,-3,56,61,4,1
56,0,96,0,54,16,40,42,2,1
47,2,90,0,46,0,43,43,0,1
44,0,82,0,42,-17,38,41,2,1
56,0,96,0,54,-15,40,42,2,1
42,3,86,0,42,0,44,45,0,1
55,0,88,2,54,0,32,33,2,1
53,4,84,0,54,3,30,30,0,1
52,4,88,0,52,-6,35,36,0,1
50,0,107,-2,50,0,57,58,0,1
37,0,77,0,-20,21,41,98,58,1
48,-5,79,0,46,-3,30,32,2,1
56,1,95,0,56,11,39,39,0,1
37,0,82,0,26,-22,45,56,10,1
44,0,79,0,42,-19,35,37,2,1
56,0,86,0,56,16,31,30,0,1
37,0,81,5,16,0,44,65,22,1
55,0,90,0,54,0,36,36,0,1
37,0,98,0,28,-16,61,70,8,1
37,0,106,7,18,0,68,88,20,1
58,1,86,0,56,0,28,29,2,1
37,0,77,-1,-18,-3,40,95,54,1
50,-5,102,2,50,0,52,53,0,1
38,5,75,0,36,-4,37,39,2,1
41,-1,76,0,42,3,35,35,0,1
37,0,76,0,24,-6,39,53,14,1
46,-4,87,0,46,0,41,41,0,1
37,0,78,0,6,28,41,73,32,1
37,0,80,0,26,-3,43,54,12,1
45,-2,77,0,44,-22,32,34,2,1
37,0,80,8,26,0,43,54,10,1
44,0,82,-6,44,0,38,38,0,1
39,-2,77,-1,38,0,38,39,0,1
51,0,102,0,50,-30,51,53,2,1
51,0,87,0,50,-17,36,38,2,1
46,0,76,0,46,9,30,29,0,1
55,5,77,0,54,0,22,23,2,1
49,0,88,0,50,4,39,39,0,1
51,-3,88,0,50,-20,37,39,2,1
37,-1,83,0,36,-3,46,47,2,1
37,0,80,0,12,3,43,67,24,1
40,3,94,5,38,0,54,55,2,1
37,0,103,0,34,11,66,69,4,1
64,0,113,0,62,-14,48,51,2,1
41,2,93,0,42,10,52,52,0,1
39,5,79,2,38,0,39,40,0,1
43,0,84,0,42,0,42,43,2,1
41,0,97,0,38,-3,57,59,2,1
37,0,79,0,24,-18,42,55,14,1
43,0,80,-3,42,-3,37,39,2,1
49,0,80,0,50,23,31,31,0,1
43,0,87,0,42,-14,44,46,2,1
45,0,107,0,44,-3,62,63,2,1
37,0,97,-5,18,-7,60,79,18,1
45,1,86,0,44,-6,40,42,2,1
37,0,77,7,16,7,40,61,22,1
37,0,106,3,34,2,69,73,4,1
49,-2,86,0,50,13,38,37,0,1
37,4,80,2,18,0,43,62,20,1
41,0,76,-7,42,11,34,34,0,1
37,0,78,0,18,1,41,60,18,1
44,1,82,0,44,13,38,38,0,1
45,0,83,0,44,-5,37,39,2,1
51,1,78,0,52,6,27,26,0,1
43,0,84,-3,42,-7,41,43,2,1
37,0,92,-1,18,5,55,74,20,1
44,-3,76,0,44,0,31,32,0,1
45,0,82,0,46,27,37,35,0,1
37,0,77,0,18,9,41,59,18,1
37,0,81,0,36,-19,43,44,2,1
55,-2,83,3,54,0,28,29,0,1
37,0,104,-1,24,4,67,81,14,1
56,0,95,-5,56,2,40,39,0,1
37,0,76,-9,20,-1,39,55,16,1
51,0,85,0,52,5,34,33,0,1
55,-1,81,0,54,0,26,26,0,1
44,0,83,0,42,-28,40,42,2,1
41,0,80,0,38,-22,39,41,2,1
49,-3,78,0,50,7,29,29,0,1
59,1,87,3,60,0,28,28,0,1
44,-6,83,0,44,0,38,39,0,1
37,0,86,6,36,0,50,50,0,1
37,0,76,0,34,-6,39,43,4,1
49,5,82,0,50,27,33,33,0,1
56,-5,107,0,56,3,51,50,0,1
37,0,81,-5,34,0,43,47,4,1
45,0,82,0,46,16,37,35,0,1
43,1,76,0,42,0,33,34,2,1
37,3,79,0,24,0,41,55,14,1
37,0,97,0,10,-17,59,86,28,1
41,1,77,0,38,-23,36,39,2,1
44,2,76,0,44,2,32,32,0,1
37,-3,75,0,26,-1,38,49,10,1
41,1,107,0,42,27,66,66,0,1
37,-1,80,3,-2,0,43,83,40,1
42,3,108,-1,42,-2,66,66,0,1
41,3,81,0,38,-18,39,42,2,1
37,0,107,0,28,4,69,78,8,1
37,0,76,0,18,-8,40,58,18,1
43,-3,82,0,44,24,39,38,0,1
37,0,76,-3,36,0,39,40,2,1
37,0,79,-2,0,0,42,79,36,1
52,0,86,-3,52,0,35,35,0,1
54,-2,81,0,54,0,28,27,0,1
45,0,79,0,46,11,34,33,0,1
37,0,90,0,20,5,53,70,16,1
42,2,86,-1,42,0,44,45,2,1
45,0,76,-3,44,0,31,32,0,1
40,-3,106,0,38,0,65,67,2,1
37,-1,106,-6,36,-10,69,69,0,1
37,0,80,-1,36,-3,43,44,2,1
45,-1,79,0,46,7,33,32,0,1
48,5,77,0,46,0,30,31,2,1
43,-5,76,0,42,-20,33,35,2,1
38,1,106,0,34,0,68,72,4,1
47,0,85,-7,46,0,38,39,0,1
43,0,79,0,44,22,36,35,0,1
40,1,81,0,38,0,41,43,2,1
37,0,97,0,24,-12,60,73,14,1
52,3,86,-1,52,0,33,34,0,1
46,3,86,0,46,13,41,40,0,1
46,1,83,0,44,-26,37,39,2,1
45,-4,83,0,44,0,39,39,0,1
37,0,81,0,36,0,45,45,0,1
49,3,86,0,50,6,37,37,0,1
49,0,83,0,46,-20,34,36,2,1
43,3,79,0,42,0,36,38,2,1
37,0,75,0,26,-9,38,49,12,1
41,0,81,0,42,8,40,39,0,1
37,-5,77,2,36,-27,40,41,2,1
37,0,77,5,28,-10,41,49,8,1
44,5,80,0,42,-23,36,39,2,1
41,0,86,0,38,-2,45,47,2,1
42,-3,81,0,42,0,40,40,0,1
41,0,79,0,38,-28,39,41,2,1
37,0,77,0,-22,20,41,101,60,1
47,2,88,6,46,0,41,41,0,1
38,0,91,-1,6,-4,53,86,32,1
37,0,78,0,6,-6,41,73,32,1
44,0,83,0,42,-23,40,42,2,1
41,0,78,0,38,-22,37,39,2,1
37,0,79,0,30,-12,43,48,6,1
37,0,103,0,24,31,66,80,14,1
37,0,77,1,26,0,41,52,10,1
43,0,81,0,44,22,38,37,0,1
37,0,83,0,34,0,46,49,2,1
38,2,94,0,34,0,56,61,4,1
37,0,106,0,26,8,69,80,12,1
62,-1,108,1,60,0,46,49,2,1
53,1,79,0,54,17,26,24,0,1
38,4,76,-7,38,11,38,37,0,1
47,-2,79,0,46,0,31,32,0,1
46,5,78,0,46,13,32,32,0,1
51,1,81,0,50,-30,29,32,2,1
49,0,86,0,46,-18,37,39,2,1
55,2,79,6,54,0,24,24,0,1
39,-3,81,0,38,0,42,43,0,1
43,0,86,0,42,-6,43,45,2,1
52,0,86,3,52,0,34,35,0,1
45,0,83,0,44,-12,37,39,2,1
43,-3,82,0,42,0,39,41,2,1
37,1,79,0,36,-10,41,43,2,1
49,0,85,0,50,19,36,36,0,1
51,0,87,2,52,26,36,35,0,1
37,0,105,0,30,0,68,74,6,1
48,-1,86,0,46,-7,38,40,2,1
43,0,86,3,42,-21,43,45,2,1
37,0,76,7,30,12,40,45,6,1
37,0,106,0,34,-20,69,72,4,1
37,0,78,0,0,-4,42,78,36,1
50,0,86,0,50,-1,36,37,2,1
52,0,87,1,52,0,35,35,0,1
37,-1,77,2,38,8,39,38,0,1
38,5,75,0,36,-7,37,39,2,1
43,0,81,-3,42,-15,37,39,2,1
37,-3,81,0,36,0,45,45,0,1
44,0,88,0,42,-11,44,46,2,1
41,0,87,1,38,-6,46,48,2,1
44,1,84,0,42,-21,40,43,2,1
37,0,77,6,-12,-20,41,90,50,1
37,0,77,0,20,-25,40,56,16,1
56,2,86,0,56,9,31,30,0,1
52,2,88,-1,52,-1,36,36,0,1
46,-3,79,0,46,0,33,32,0,1
46,0,77,-1,46,2,31,30,0,1
47,5,80,0,46,0,33,34,0,1
51,-1,83,0,50,-9,32,34,2,1
41,0,78,0,38,-12,37,39,2,1
39,2,75,0,38,0,36,36,0,1
47,-2,84,-2,46,0,38,38,0,1
56,0,96,-4,54,14,40,42,2,1
41,4,76,0,42,20,35,35,0,1
37,0,83,0,-2,-9,47,86,40,1
49,0,108,7,50,0,58,58,0,1
37,0,76,0,28,-8,40,48,8,1
47,4,93,0,46,0,47,47,0,1
37,2,90,0,28,0,53,62,8,1
44,0,89,0,44,12,45,45,0,1
51,-3,80,0,52,0,29,28,0,1
44,4,80,-1,44,0,36,36,0,1
37,-1,81,1,36,0,44,44,0,1
37,0,77,0,28,-28,40,48,8,1
55,-4,86,0,54,-2,30,32,2,1
50,0,80,0,50,0,30,31,2,1
44,-1,97,3,44,3,53,53,0,1
51,0,79,6,52,12,28,27,0,1
56,0,81,0,54,-19,25,27,2,1
59,0,86,0,56,-12,28,30,2,1
47,-3,86,0,46,0,40,40,0,1
37,0,81,0,12,-2,44,68,24,1
37,0,97,1,30,0,60,66,6,1
37,0,76,0,34,5,39,42,4,1
52,2,79,-4,52,0,28,28,0,1
55,1,93,4,54,0,38,39,2,1
43,0,86,0,44,29,42,42,0,1
56,0,79,0,54,-12,23,24,2,1
42,0,79,0,42,0,36,37,2,1
46,-2,76,0,44,-30,30,32,2,1
37,0,105,-1,18,6,68,87,18,1
56,3,95,0,54,0,39,41,2,1
41,0,86,0,42,26,46,45,0,1
64,0,113,1,64,26,49,48,0,1
37,0,80,-7,-2,0,43,83,40,1
39,-4,110,0,38,0,71,71,0,1
55,-2,82,0,54,-2,26,28,2,1
56,-1,107,0,56,2,51,50,0,1
37,0,83,1,8,0,47,75,28,1
45,0,81,0,46,31,36,35,0,1
45,-1,79,0,44,-12,34,35,2,1
43,-1,108,0,42,0,65,66,2,1
45,-2,79,0,46,19,33,32,0,1
49,-4,101,1,50,9,52,52,0,1
41,0,87,1,42,26,46,46,0,1
49,0,88,0,46,-4,40,42,2,1
44,3,83,0,42,-11,40,42,2,1
53,0,86,0,54,12,32,32,0,1
49,3,86,0,46,-4,38,40,2,1
46,0,76,6,46,0,30,30,0,1
51,0,109,0,50,-11,58,60,2,1
39,0,78,8,38,0,39,39,0,1
46,-4,76,1,46,0,30,30,0,1
47,0,81,0,46,0,34,35,0,1
49,-1,84,0,50,7,35,35,0,1
44,-1,76,0,42,-21,32,35,2,1
37,0,104,0,16,-13,67,89,22,1
38,0,81,0,38,6,43,42,0,1
53,-5,86,0,54,14,33,32,0,1
45,-5,81,0,44,-5,36,37,2,1
37,0,76,-2,36,-4,39,40,0,1
56,0,86,4,56,0,30,30,0,1
47,0,81,-3,46,-5,34,34,0,1
53,0,84,0,52,-29,31,32,2,1
37,0,104,-2,18,0,66,86,20,1
42,0,79,-1,42,0,38,38,0,1
37,0,108,0,34,6,71,75,4,1
37,0,79,0,6,5,42,74,32,1
37,0,78,0,-2,-19,42,81,40,1
39,0,79,1,38,0,40,40,0,1
55,0,84,0,56,31,29,28,0,1
37,0,78,0,-2,0,41,81,40,1
37,1,106,-5,28,0,68,77,8,1
44,0,77,2,44,0,33,33,0,1
43,0,85,-5,42,-2,42,44,2,1
45,1,76,0,44,-2,30,32,2,1
38,0,94,2,38,7,56,55,0,1
44,0,79,-4,44,2,36,35,0,1
37,-1,76,0,36,-11,39,40,2,1
41,0,86,0,42,14,45,44,0,1
45,-2,83,0,44,0,39,39,0,1
45,1,79,0,44,0,35,35,0,1
37,0,96,0,38,22,59,57,0,1
44,0,86,0,44,16,42,42,0,1
37,0,105,-1,18,0,68,87,20,1
49,1,86,0,46,-12,38,40,2,1
37,0,80,0,2,-8,43,77,34,1
49,0,86,0,50,97,37,37,0,1
37,0,84,7,26,0,48,59,12,1
53,0,102,0,54,4,49,48,0,1
52,-5,77,0,52,0,25,26,0,1
37,0,80,0,16,16,43,65,22,1
41,-8,78,-6,42,-9,37,37,0,1
45,4,79,0,44,-3,34,35,2,1
53,0,86,0,54,15,32,32,0,1
43,0,82,2,42,0,39,41,2,1
45,0,78,-4,44,0,33,34,2,1
42,-4,85,0,42,0,43,44,2,1
41,0,88,-1,38,-33,48,50,2,1
46,-1,76,6,46,0,30,29,0,1
49,1,88,0,46,-2,39,41,2,1
37,0,76,0,36,-7,39,40,2,1
64,-1,111,0,62,-1,47,49,2,1
51,0,91,0,50,-4,40,42,2,1
37,0,78,0,12,1,42,65,24,1
37,0,77,0,10,13,40,66,26,1
37,0,93,0,10,-2,56,83,28,1
38,0,76,0,38,17,38,37,0,1
37,0,75,0,28,-31,38,46,8,1
59,0,86,1,60,17,28,27,0,1
53,0,79,0,52,-9,26,27,2,1
45,0,81,0,44,-18,36,37,2,1
49,-2,83,-1,46,-17,34,36,2,1
45,0,79,0,44,-21,33,35,2,1
47,2,90,8,46,0,43,44,0,1
43,0,95,-1,42,-13,52,54,2,1
45,2,76,1,44,0,31,32,2,1
41,0,88,0,38,-20,47,49,2,1
37,0,84,5,34,31,47,50,4,1
53,1,88,0,52,-11,35,36,2,1
44,0,86,0,44,10,43,42,0,1
36,0,80,0,36,0,44,44,0,1
41,4,77,0,38,0,36,38,2,1
45,0,77,0,44,-13,31,33,2,1
61,-1,111,-3,60,0,50,51,2,1
37,0,105,-7,24,0,68,82,14,1
37,0,79,0,6,17,42,74,32,1
41,0,79,0,42,8,38,37,0,1
47,-1,88,-4,46,0,40,41,0,1
42,2,90,0,42,0,48,48,0,1
56,0,107,5,56,0,51,50,0,1
39,0,77,2,38,0,38,39,0,1
37,0,79,8,10,0,42,69,26,1
37,0,106,-7,34,7,68,72,4,1
41,0,79,1,38,-2,39,41,2,1
51,0,84,2,52,0,33,33,0,1
43,1,86,0,42,-3,42,44,2,1
57,0,97,8,56,0,40,40,0,1
43,0,81,0,42,-13,38,40,2,1
46,3,83,0,44,-12,37,39,2,1
43,0,81,2,42,0,38,39,2,1
37,0,76,0,24,-27,40,53,14,1
52,0,88,-4,52,0,36,36,0,1
44,0,87,0,44,22,43,43,0,1
45,0,77,0,44,-19,31,33,2,1
41,2,83,0,38,-24,41,44,2,1
39,1,97,0,38,0,58,58,0,1
54,5,83,0,54,0,28,28,0,1
45,0,86,0,46,31,40,39,0,1
37,0,79,0,2,4,42,76,34,1
37,0,77,0,-12,4,40,90,50,1
49,1,110,0,46,-6,61,64,2,1
37,-2,76,0,38,10,39,37,0,1
41,-2,75,0,42,13,34,34,0,1
45,0,88,-1,46,-5,42,41,0,1
47,4,78,-7,46,0,31,32,0,1
56,-1,96,-1,56,0,40,39,0,1
46,5,86,0,46,4,40,39,0,1
48,0,78,6,46,0,30,32,2,1
49,1,95,0,50,21,47,46,0,1
45,-3,83,0,44,34,38,39,0,1
53,0,77,-5,54,8,25,23,0,1
43,0,88,0,42,0,45,46,2,1
39,-1,79,-4,38,-6,40,40,0,1
47,2,85,0,46,0,38,39,0,1
47,0,108,2,46,0,61,62,0,1
41,0,89,7,38,0,48,50,2,1
37,-1,77,3,38,13,40,39,0,1
37,0,79,0,26,-11,42,54,12,1
37,0,80,1,38,23,43,41,0,1
41,0,77,0,38,-1,37,39,2,1
37,0,79,-4,26,-17,42,53,10,1
41,0,79,-1,42,4,38,37,0,1
37,0,104,0,18,-3,67,86,18,1
37,0,94,0,10,-12,57,84,26,1
37,0,90,6,26,0,53,64,12,1
44,4,79,0,44,6,35,35,0,1
37,0,97,0,24,-11,60,74,14,1
38,0,79,0,38,3,41,40,0,1
37,4,75,0,18,-14,38,57,18,1
37,0,76,6,30,5,39,45,6,1
53,0,86,1,54,13,33,32,0,1
48,0,89,0,46,-1,41,42,2,1
49,2,83,0,50,17,34,33,0,1
37,0,77,0,26,15,40,51,12,1
40,1,80,-6,38,0,40,41,2,1
37,0,81,-6,26,-15,45,55,10,1
37,0,74,0,34,18,37,41,4,1
55,-2,98,3,54,21,42,44,2,1
46,0,86,0,44,-15,41,42,2,1
37,0,79,-4,26,0,43,54,10,1
53,2,80,0,52,-6,27,28,2,1
41,0,76,0,42,18,35,35,0,1
37,5,76,0,36,0,40,40,0,1
44,-3,81,0,44,10,37,37,0,1
37,-3,77,1,36,45,40,41,0,1
55,0,93,1,54,0,38,39,2,1
48,0,88,0,50,31,39,39,0,1
41,0,81,4,38,0,40,42,2,1
46,0,83,-3,46,10,37,36,0,1
37,0,104,0,26,-7,66,78,12,1
37,0,76,0,26,-25,40,50,10,1
47,-3,81,0,46,0,35,35,0,1
37,0,75,0,30,2,38,44,6,1
37,0,94,0,12,19,57,81,24,1
39,-1,78,-3,38,-5,39,39,0,1
45,0,83,0,46,27,38,37,0,1
42,4,93,0,42,1,52,52,0,1
44,1,77,0,42,-20,33,35,2,1
55,-4,87,1,54,0,32,33,0,1
39,0,86,-7,38,0,47,47,0,1
45,0,85,0,44,1,41,41,0,1
37,0,77,0,26,-16,41,52,10,1
51,3,79,0,50,-22,27,30,2,1
41,0,83,7,38,0,42,44,2,1
42,-3,85,0,42,0,43,44,2,1
56,0,96,0,54,-30,40,42,2,1
40,4,107,6,38,0,67,68,2,1
56,0,92,0,56,7,36,35,0,1
37,0,106,3,24,-3,68,82,14,1
44,-4,79,0,44,0,36,35,0,1
50,0,77,-1,50,-3,27,28,2,1
37,0,97,0,10,-8,59,86,28,1
40,-3,81,2,38,0,41,42,2,1
37,0,76,1,26,15,39,50,12,1
43,0,85,2,42,-25,42,44,2,1
49,0,88,0,50,17,39,39,0,1
42,-4,84,0,42,0,42,43,0,1
41,0,84,0,38,-17,44,46,2,1
37,1,75,0,20,30,38,54,16,1
52,-4,102,0,52,-1,49,50,0,1
37,0,77,0,30,20,40,46,6,1
66,0,112,-1,68,8,46,45,0,1
41,0,77,0,42,28,37,36,0,1
46,0,88,5,46,10,42,41,0,1
49,0,77,0,46,-15,28,30,2,1
39,0,81,0,38,0,42,43,0,1
41,1,81,0,42,15,39,39,0,1
50,1,79,5,50,0,28,30,2,1
53,0,84,0,54,13,32,30,0,1
41,0,77,0,42,7,37,36,0,1
49,4,78,0,50,1,29,29,0,1
41,0,80,0,42,17,39,39,0,1
43,0,81,1,42,0,38,39,2,1
56,5,97,0,54,0,40,42,2,1
37,2,109,13,26,0,71,83,12,1
49,0,83,0,46,-17,34,37,2,1
36,-3,83,8,36,0,46,46,0,1
37,1,104,0,16,-18,66,88,22,1
48,0,88,-5,46,0,40,41,2,1
42,0,79,0,42,-1,37,38,2,1
47,0,88,1,46,0,41,42,0,1
49,0,85,0,50,5,36,36,0,1
37,0,104,0,26,3,66,78,12,1
46,2,77,0,46,20,31,30,0,1
40,2,80,-7,38,0,40,41,2,1
41,1,77,0,42,6,36,35,0,1
56,-1,87,0,56,0,31,30,0,1
43,-1,76,1,42,-7,33,35,2,1
45,-5,77,0,44,-16,31,33,2,1
42,1,80,0,42,0,38,39,2,1
37,-5,109,0,36,-21,72,73,2,1
37,0,81,0,38,9,44,43,0,1
51,0,87,0,50,-22,36,38,2,1
37,0,96,0,20,4,59,75,16,1
37,0,78,0,12,19,41,65,24,1
45,0,85,0,44,3619,41,41,0,1
54,0,90,-7,54,0,36,36,0,1
37,0,103,0,20,21,66,82,16,1
45,0,90,0,44,-25,44,46,2,1
44,0,77,0,42,-23,33,35,2,1
58,0,91,0,56,0,32,34,2,1
41,-1,81,0,38,-15,41,43,2,1
44,3,83,0,44,10,39,39,0,1
41,-1,82,0,42,0,41,41,0,1
45,-3,86,0,46,4,40,39,0,1
56,0,84,0,54,-13,28,30,2,1
46,0,82,2,46,0,36,35,0,1
56,0,87,0,54,-13,31,33,2,1
44,0,83,0,44,11,39,39,0,1
39,4,78,-2,38,0,39,39,0,1
41,5,75,0,38,0,34,36,2,1
44,2,108,-1,44,6,64,64,0,1
44,1,81,0,44,6,38,37,0,1
45,1,86,0,44,-8,41,42,2,1
38,3,80,0,36,-5,42,44,2,1
37,2,104,0,24,1,66,80,14,1
37,0,76,5,34,-17,39,43,4,1
47,0,86,0,46,-1,38,39,0,1
51,5,88,0,52,16,36,36,0,1
44,0,85,0,42,-22,41,44,2,1
37,0,78,0,8,-2,41,70,30,1
37,-1,79,0,24,31,42,55,14,1
45,-2,79,0,44,-23,33,35,2,1
46,0,81,0,46,12,35,34,0,1
44,1,80,0,42,-21,36,39,2,1
48,0,109,-5,46,0,61,63,2,1
37,0,104,0,18,23,67,86,18,1
37,0,76,0,24,6,39,53,14,1
47,2,87,6,46,0,40,41,0,1
37,0,81,0,26,-8,44,55,10,1
41,0,77,0,38,-7,36,38,2,1
50,0,77,-4,50,0,27,28,0,1
37,-2,75,0,34,1,38,41,4,1
43,-1,79,0,42,-12,35,37,2,1
44,-64,88,0,44,0,44,44,0,1
46,-1,90,-3,46,-5,43,43,0,1
53,0,87,0,54,0,34,33,0,1
47,-1,81,-3,46,-5,34,34,0,1
38,0,107,0,36,-30,69,71,2,1
37,3,98,0,34,6,61,64,4,1
44,5,77,0,44,0,33,34,0,1
37,0,80,0,36,14,43,44,0,1
41,-4,84,0,42,15,43,43,0,1
37,0,76,0,34,-29,39,42,2,1
37,0,77,0,2,-17,40,74,34,1
37,0,77,-5,0,0,41,77,36,1
51,0,81,0,52,1,30,30,0,1
37,0,97,0,12,16,59,84,24,1
45,1,76,-4,44,0,31,32,0,1
43,-1,79,0,44,21,36,35,0,1
41,0,79,0,38,-15,38,40,2,1
37,0,77,0,26,-10,40,51,10,1
51,0,83,0,52,19,32,31,0,1
49,2,85,0,46,-7,36,39,2,1
37,0,77,-6,34,0,40,43,4,1
55,1,86,0,56,31,30,29,0,1
49,0,88,4,50,26,40,39,0,1
37,0,77,0,26,29,40,51,10,1
37,0,77,-7,36,5,40,41,0,1
41,0,79,3,38,-1,39,41,2,1
46,0,88,0,44,-25,42,44,2,1
49,0,86,-1,50,15,38,37,0,1
49,5,85,0,50,7,36,36,0,1
37,0,97,0,10,-6,59,86,28,1
51,0,82,1,50,-13,31,33,2,1
50,0,83,0,50,0,33,34,0,1
40,0,100,1,38,0,60,62,2,1
43,-4,77,1,44,20,34,34,0,1
51,0,87,0,52,29,36,35,0,1
42,-1,83,0,42,0,41,42,2,1
37,0,106,-5,36,0,70,70,0,1
49,0,86,0,50,4,38,37,0,1
37,0,81,0,30,4,45,50,6,1
37,0,98,0,34,19,61,64,4,1
49,1,102,0,50,10,53,53,0,1
53,1,86,0,52,-23,33,34,2,1
43,0,86,0,42,-17,43,45,2,1
44,0,76,-2,44,0,31,32,0,1
37,0,83,5,0,0,46,83,36,1
37,2,82,-4,34,0,45,48,4,1
51,0,83,0,52,6,31,31,0,1
43,0,84,-2,42,0,42,43,2,1
48,-5,88,0,46,0,40,42,2,1
37,-1,79,-1,38,14,41,40,0,1
46,0,102,0,46,0,56,56,0,1
37,0,77,6,28,0,40,48,8,1
41,0,84,2,38,-10,44,46,2,1
45,0,84,0,44,0,40,41,0,1
37,0,81,5,10,0,45,71,26,1
37,0,77,-1,16,-19,41,62,22,1
41,3,79,0,42,5,38,37,0,1
48,1,83,0,46,0,35,37,2,1
40,-3,84,0,38,0,44,46,2,1
50,0,83,4,50,0,33,33,0,1
52,-5,81,0,52,-3,29,30,0,1
44,2,81,0,44,1,37,37,0,1
43,0,77,0,42,-2,34,36,2,1
51,2,83,0,52,16,31,31,0,1
41,0,75,0,38,-18,34,36,2,1
37,0,108,0,30,-8,71,77,6,1
37,0,76,0,24,9,40,53,14,1
37,0,79,-6,18,0,43,61,18,1
59,1,84,0,60,25,25,24,0,1
37,0,77,-3,-12,-24,40,90,50,1
56,0,78,-3,56,14,22,21,0,1
67,-1,110,0,68,0,43,43,0,1
43,0,85,0,42,-23,42,44,2,1
46,-3,87,-7,46,0,41,41,0,1
49,0,87,-2,50,13,38,38,0,1
37,0,76,0,24,11,39,53,14,1
49,-3,77,-3,46,-33,29,31,2,1
44,4,77,0,44,0,33,34,0,1
37,0,81,0,38,23,43,42,0,1
44,0,81,0,42,-29,38,40,2,1
46,0,86,0,46,1,41,40,0,1
44,4,88,5,44,2,44,44,0,1
42,0,79,-25,42,0,37,38,2,1
43,-1,81,0,44,22,37,37,0,1
37,0,79,0,36,-1,42,43,2,1
37,0,77,-2,12,-6,40,64,24,1
37,0,77,0,26,-12,40,51,12,1
52,-3,84,0,52,0,31,32,0,1
41,0,81,0,42,13,40,40,0,1
44,1,79,0,44,8,35,35,0,1
53,0,80,-1,54,-1,27,26,0,1
37,0,77,4,26,11,40,51,12,1
37,0,78,0,-2,1,41,81,40,1
37,0,84,0,26,-6,47,58,12,1
43,-1,81,3,42,-16,37,39,2,1
49,0,88,0,46,-20,39,41,2,1
45,0,82,-6,44,0,37,38,0,1
57,2,87,0,56,0,30,30,0,1
49,0,81,0,50,0,31,32,0,1
37,0,83,-1,-4,-8,46,88,42,1
49,0,83,0,50,7,34,33,0,1
37,0,79,0,18,3,43,61,18,1
58,3,91,1,56,0,32,34,2,1
37,0,99,0,30,1,61,68,6,1
49,3,80,0,50,3,31,31,0,1
50,0,84,8,50,0,35,35,0,1
37,0,80,0,24,7,43,57,14,1
45,0,86,0,46,29,41,40,0,1
55,1,84,6,54,0,29,30,0,1
37,1,76,0,36,-4,39,40,2,1
37,-2,76,0,36,-22,39,40,2,1
45,0,86,0,46,15,40,39,0,1
49,0,106,0,50,0,56,57,0,1
56,-5,87,2,56,0,31,30,0,1
37,0,75,-4,36,0,38,39,0,1
46,0,81,6,46,0,34,34,0,1
49,-1,78,0,50,3,29,29,0,1
41,0,77,0,42,3,36,36,0,1
47,0,84,4,46,0,36,37,0,1
53,-4,88,0,54,6,35,34,0,1
37,0,79,0,10,-26,42,69,26,1
46,-1,108,0,46,0,62,62,0,1
37,0,77,0,26,0,41,52,10,1
37,0,76,0,38,17,38,37,0,1
46,0,87,0,46,13,41,41,0,1
37,0,79,0,10,97,42,69,26,1
44,1,78,0,44,1,34,34,0,1
45,0,85,0,44,10,41,41,0,1
37,0,82,0,12,18,45,69,24,1
42,-5,81,0,42,0,40,40,0,1
41,0,97,0,38,-7,57,59,2,1
44,1,88,0,44,3,44,44,0,1
45,0,82,2,46,31,37,35,0,1
37,0,78,-2,20,-30,42,57,16,1
42,0,80,8,42,0,38,39,2,1
37,0,79,0,20,3,41,58,16,1
45,5,87,6,44,0,42,43,2,1
53,-4,79,0,52,-16,26,27,2,1
40,-2,79,0,38,0,39,40,2,1
37,0,77,0,8,-3,40,69,30,1
45,1,81,0,44,-3,36,37,2,1
45,3,81,0,44,-2,36,37,2,1
53,1,87,0,54,0,34,33,0,1
46,3,86,0,46,5,40,39,0,1
56,0,107,0,54,-12,51,53,2,1
56,0,86,0,54,-16,31,32,2,1
39,0,79,0,38,0,41,41,0,1
45,0,76,0,46,22,30,29,0,1
37,0,103,0,24,-22,66,80,14,1
46,-1,88,0,46,5,42,41,0,1
41,0,83,3,38,-14,42,44,2,1
57,-3,86,-1,56,0,29,29,0,1
55,0,95,0,54,7,40,41,2,1
49,1,81,0,50,21,33,32,0,1
37,0,79,0,20,-12,42,58,16,1
